iso3,year0,year1,within,structural_change,Y0,Y1,actual_change,decomposed_change
LSO,1996,1997,0.2837604836784381,-0.6273291276965167,25.752724649589474,25.409156005571393,-0.34356864401808096,-0.34356864401807863
LSO,1997,1998,-0.1571850757165064,-0.550736506395425,25.409156005571393,24.70123442345946,-0.7079215821119327,-0.7079215821119315
LSO,1998,1999,-0.676930374929764,-0.5037977016887185,24.70123442345946,23.520506346840975,-1.180728076618486,-1.1807280766184824
LSO,1999,2000,0.7476265773001116,-0.43684261809561054,23.520506346840975,23.83129030604548,0.31078395920450674,0.3107839592045011
LSO,2000,2001,0.25484140875066663,-0.4067003562031245,23.83129030604548,23.67943135859302,-0.1518589474524603,-0.15185894745245787
LSO,2001,2002,-0.21290440392321391,-0.34853005503082735,23.67943135859302,23.11799689963898,-0.5614344589540394,-0.5614344589540412
LSO,2002,2003,0.4197181551605671,-0.27541311435539595,23.11799689963898,23.262301940444154,0.1443050408051718,0.14430504080517115
LSO,2003,2004,-0.5172884580828029,-0.29962759858841814,23.262301940444154,22.44538588377293,-0.816916056671225,-0.816916056671221
LSO,2004,2005,-0.23549587000679176,-0.24242294012622378,22.44538588377293,21.967467073639916,-0.4779188101330121,-0.4779188101330155
LSO,2005,2006,0.14712245749824712,-0.2654821369439684,21.967467073639916,21.849107394194192,-0.11835967944572445,-0.11835967944572126
LSO,2006,2007,0.4210966680331314,0.6698973884224807,21.849107394194192,22.940101450649806,1.0909940564556138,1.090994056455612
LSO,2007,2008,0.8225610330728208,0.25402277156168285,22.940101450649806,24.016685255284308,1.0765838046345024,1.0765838046345038
LSO,2008,2009,-0.41095907397220366,0.7215172084847536,24.016685255284308,24.327243389796863,0.3105581345125543,0.31055813451255
LSO,2009,2010,0.5760864878142279,0.6103620961718537,24.327243389796863,25.51369197378294,1.1864485839860777,1.1864485839860817
LSO,2010,2011,1.0339098837107865,0.14740080913835255,25.51369197378294,26.695002666632078,1.181310692849138,1.181310692849139
LSO,2011,2012,0.12229388878833236,0.7505182213382877,26.695002666632078,27.567814776758702,0.872812110126624,0.8728121101266201
LSO,2012,2013,-0.20569097428382838,0.0499185257331258,27.567814776758702,27.412042328208,-0.15577244855070305,-0.15577244855070257
LSO,2013,2014,1.2407669478331251,-0.019280875579039524,27.412042328208,28.633528400462083,1.2214860722540841,1.2214860722540857
LSO,2014,2015,0.1942416880084885,0.25238851532022555,28.633528400462083,29.0801586037908,0.4466302033287164,0.44663020332871406
LSO,2015,2016,0.013575480900229642,0.20181870682724687,29.0801586037908,29.295552791518276,0.2153941877274761,0.2153941877274765
LSO,2016,2017,-1.7662207539861132,0.3076662402196417,29.295552791518276,27.836998277751803,-1.4585545137664724,-1.4585545137664715
MAR,1970,1971,5.578424022712005,4.443823271993132,54.29101734236855,64.31326463707369,10.022247294705139,10.022247294705137
MAR,1971,1972,-3.252157831191626,-3.471053148566945,64.31326463707369,57.59005365731511,-6.723210979758576,-6.723210979758571
MAR,1972,1973,-0.7017235679876284,1.0096552871974487,57.59005365731511,57.897985376524936,0.30793171920982587,0.3079317192098203
MAR,1973,1974,5.987027375026292,-0.7715755853172482,57.897985376524936,63.11343716623398,5.215451789709043,5.215451789709044
