iso3,year0,year1,broad_sector,employment_share_0,employment_share_1,productivity_0,productivity_1,within,structural_change,short_series
BFA,1987,1990,Manufacturing,0.03453898610577642,0.034485505198325786,2612.6580906205418,2298.723777364972,-10.84297288366058,-0.12293783359183488,False
BFA,1987,1990,Services,0.07908708313707637,0.07896462012681013,2343.978007880679,2425.634196306913,6.457949762722355,-0.29705046548446545,False
BFA,1990,1993,Agriculture,0.8865498746748641,0.8869728892816383,138.6434826636213,172.51093949562346,30.025189609967875,0.07297464723498652,False
BFA,1990,1993,Manufacturing,0.034485505198325786,0.0343569216792546,2298.723777364972,2013.4295263281565,-9.83851637718257,-0.25889385389710035,False
BFA,1990,1993,Services,0.07896462012681013,0.07867018903910714,2425.634196306913,2119.4854603473873,-24.174918637347048,-0.6240424094607652,False
BFA,1993,1996,Agriculture,0.8869728892816383,0.8800839897866215,172.51093949562346,193.26432035697928,18.40768618495903,-1.3313784789119614,False
BFA,1993,1996,Manufacturing,0.0343569216792546,0.035636798703776784,2013.4295263281565,2208.4337556585087,6.699745034226315,2.8265236240465588,False
BFA,1993,1996,Services,0.07867018903910714,0.08427921150960173,2119.4854603473873,1986.628393341532,-10.451890576531955,11.143043298775224,False
BFA,1996,1999,Agriculture,0.8800839897866215,0.860886592004474,193.26432035697928,226.36759884142188,29.133665403605868,-4.345668839948359,False
BFA,1996,1999,Manufacturing,0.035636798703776784,0.040060134544382314,2208.4337556585087,2718.5401802280926,18.178559969889555,12.02501621332914,False
BFA,1996,1999,Services,0.08427921150960173,0.09905327345114362,1986.628393341532,2027.3017313870869,3.4279168599428465,29.95148135370794,False
BFA,1999,2002,Agriculture,0.860886592004474,0.8384991161482117,226.36759884142188,261.3770754681069,30.139189021007166,-5.8515729664227,False
BFA,1999,2002,Manufacturing,0.040060134544382314,0.045226359112041266,2718.5401802280926,2109.0411639643185,-24.416612596195456,10.895780275476493,False
BFA,1999,2002,Services,0.09905327345114362,0.11627452473974703,2027.3017313870869,2005.3206541892314,-2.177297650429877,34.534130900019335,False
BFA,2002,2005,Agriculture,0.8384991161482117,0.8124062103093621,261.3770754681069,300.38407705547036,32.707336354596144,-7.83789343809813,False
BFA,2002,2005,Manufacturing,0.045226359112041266,0.05130770632065706,2109.0411639643185,2244.0501984108105,6.105967075246998,13.646848410099297,False
BFA,2002,2005,Services,0.11627452473974703,0.13628608336998088,2005.3206541892314,2003.5881604839983,-0.20144488219058004,40.09492194436792,False
BFA,2005,2008,Agriculture,0.8124062103093621,0.7483631313421528,300.38407705547036,365.1405854096086,52.608589544852,-23.38472734552059,False
BFA,2005,2008,Manufacturing,0.05130770632065706,0.07690003894248161,2244.0501984108105,1554.4490256124507,-35.381854452318926,39.78197650714491,False
BFA,2005,2008,Services,0.13628608336998088,0.17473682971536558,2003.5881604839983,1770.491724565577,-31.767800298823374,68.07672820787371,False
BFA,2008,2011,Agriculture,0.7483631313421528,0.6423040202610689,365.1405854096086,359.5801012744018,-4.161261319201739,-38.136745903609174,False
BFA,2008,2011,Manufacturing,0.07690003894248161,0.1320052124100613,1554.4490256124507,1373.4001402442389,-13.922666335308378,75.68145296855705,False
BFA,2008,2011,Services,0.17473682971536558,0.2256907673288698,1770.491724565577,1373.0361404347957,-69.45012872368149,69.9615978408012,False
BFA,2011,2014,Agriculture,0.6423040202610689,0.5051772028059692,359.5801012744018,411.11136472612776,33.09873768417588,-56.37439306451663,False
BFA,2011,2014,Manufacturing,0.1320052124100613,0.2250285662874392,1373.4001402442389,694.8540971892297,-89.57161454348308,64.63765857597964,False
BFA,2011,2014,Services,0.2256907673288698,0.26979423090659155,1373.0361404347957,1119.0724541347463,-57.31725923472653,49.35497122176346,False
BFA,2014,2017,Agriculture,0.5051772028059692,0.47851174828427756,411.11136472612776,359.4962719395044,-26.074768196516935,-9.586131490120556,False
BFA,2014,2017,Manufacturing,0.2250285662874392,0.24793871786406496,694.8540971892297,692.2855996780291,-0.5779853124583214,15.860368022938912,False
BFA,2014,2017,Services,0.26979423090659155,0.2735495338516575,1119.0724541347463,1268.6537839487642,40.35617983515816,4.76417929113183,False
BWA,1969,1972,Agriculture,0.5990613993946502,0.461422089359275,11.95254585312019,16.99689985198635,3.0218777656027607,-2.3394415683677723,False
BWA,1969,1972,Manufacturing,0.09874433307900853,0.13101542130093238,91.840404243997,130.54403883659361,3.8217645855795968,4.212798194141967,False
BWA,1969,1972,Services,0.3021942675263413,0.4075624893397926,33.70174482933802,39.42263627313567,1.7288205994561454,4.153893083298771,False
BWA,1972,1975,Agriculture,0.461422089359275,0.37166806365552496,16.99689985198635,21.35545366046408,2.0111330048926193,-1.9167379367565354,False
BWA,1972,1975,Manufacturing,0.13101542130093238,0.1676041271178852,130.54403883659361,101.03941470097477,-3.8655607614537604,3.696901420411063,False
BWA,1972,1975,Services,0.4075624893397926,0.4607278092265898,39.42263627313567,36.147506035275526,-1.3348202326543084,1.921793721475355,False
BWA,1975,1978,Agriculture,0.37166806365552496,0.3311231781708381,21.35545366046408,21.963924075343368,0.2261490208898592,-0.8905247864291539,False
BWA,1975,1978,Manufacturing,0.1676041271178852,0.14530582710131604,101.03941470097477,196.5861313609541,16.014024044775738,-4.38353653618323,False
BWA,1975,1978,Services,0.4607278092265898,0.5235709947278459,36.147506035275526,37.08146405626111,0.4303004329182901,2.330317324345776,False
BWA,1978,1981,Agriculture,0.3311231781708381,0.2782295409146005,21.963924075343368,18.384444164875937,-1.1852487641526426,-0.9724201208145015,False
BWA,1978,1981,Manufacturing,0.14530582710131604,0.17867754985009082,196.5861313609541,200.3071731110297,0.5406890491732614,6.684595445652119,False
BWA,1978,1981,Services,0.5235709947278459,0.5430929092353087,37.08146405626111,32.28635508646149,-2.510579973146404,0.6302914637554905,False
BWA,1981,1984,Agriculture,0.2782295409146005,0.26614253898103835,18.384444164875937,13.68864929781706,-1.306508850090929,-0.16545473053056908,False
BWA,1981,1984,Manufacturing,0.17867754985009082,0.173965360842965,200.3071731110297,327.8023222446397,22.780520864965364,-1.5446664993915111,False
BWA,1981,1984,Services,0.5430929092353087,0.5598921001759967,32.28635508646149,33.446873279697364,0.6302692017849746,0.5618804105946293,False
BWA,1984,1987,Agriculture,0.26614253898103835,0.2138811257374704,13.68864929781706,13.926811584069732,0.06338511555281502,-0.7278348553603774,False
BWA,1984,1987,Manufacturing,0.173965360842965,0.2077013453325903,327.8023222446397,256.9806181682692,-12.32052330515948,8.669494148659053,False
BWA,1984,1987,Services,0.5598921001759967,0.5784175289299393,33.446873279697364,44.25596624223672,6.051925759793744,0.8198607495574445,False
BWA,1987,1990,Agriculture,0.2138811257374704,0.16274426881666548,13.926811584069732,24.062805050902508,2.1678976931538396,-1.2304962190012234,False
BWA,1987,1990,Manufacturing,0.2077013453325903,0.2950257972169145,256.9806181682692,168.40334891987519,-18.397617988778514,14.705730139912705,False
BWA,1987,1990,Services,0.5784175289299393,0.54222993396642,44.25596624223672,67.13653328973668,13.234521052130722,-2.429509673943814,False
BWA,1990,1993,Agriculture,0.16274426881666548,0.15879186459338515,24.062805050902508,23.162564597471302,-0.14650897435284496,-0.09154781813704907,False
BWA,1990,1993,Manufacturing,0.2950257972169145,0.26206768532595187,168.40334891987519,176.80300985692935,2.4781166643061803,-5.82709338152365,False
BWA,1990,1993,Services,0.54222993396642,0.5791404500806631,67.13653328973668,68.6002254251437,0.793657689928922,2.53206972599547,False
BWA,1993,1996,Agriculture,0.15879186459338515,0.1559186772974031,23.162564597471302,24.21405141863473,0.16696755292791227,-0.06957150492027729,False
BWA,1993,1996,Manufacturing,0.26206768532595187,0.24844696232401348,176.80300985692935,186.52041761278295,2.5466185579450054,-2.540542942509588,False
BWA,1993,1996,Services,0.5791404500806631,0.5956343603785834,68.6002254251437,81.2362995733344,7.318061669435794,1.3399042380975634,False
BWA,1996,1999,Agriculture,0.1559186772974031,0.20332031256366692,24.21405141863473,15.94467405490094,-1.2893503806264592,0.755803623989874,False
BWA,1996,1999,Manufacturing,0.24844696232401348,0.21056569352688173,186.52041761278295,218.9801918786542,8.0645323140789,-8.295247509802786,False
BWA,1996,1999,Services,0.5956343603785834,0.5861139939094513,81.2362995733344,90.06579919748886,5.259153361096179,-0.8574594146953599,False
BWA,1999,2002,Agriculture,0.20332031256366692,0.20817447496856661,15.94467405490094,11.244934451365983,-0.9555525251585714,0.054584738059382104,False
BWA,1999,2002,Manufacturing,0.21056569352688173,0.21492513411984573,218.9801918786542,245.97318777216967,5.6837989006863525,1.0723054995547534,False
BWA,1999,2002,Services,0.5861139939094513,0.5769003909115877,90.06579919748886,93.78439529678124,2.1795212114923657,-0.8640921856592445,False
BWA,2002,2005,Agriculture,0.20817447496856661,0.22782866507861846,11.244934451365983,10.727951536559107,-0.10762264685764063,0.2108491989909555,False
BWA,2002,2005,Manufacturing,0.21492513411984573,0.20213904068463537,245.97318777216967,248.31790750526815,0.503939203109641,-3.175015966998284,False
BWA,2002,2005,Services,0.5769003909115877,0.5700322942367462,93.78439529678124,92.79140925567494,-0.5728540352839779,-0.6373003693627636,False
BWA,2005,2008,Agriculture,0.22782866507861846,0.24570028699147534,10.727951536559107,11.387587871860099,0.15028406570897682,0.20351466494531817,False
BWA,2005,2008,Manufacturing,0.20213904068463537,0.1774615407288977,248.31790750526815,274.6681743488578,5.326417661547367,-6.778123860336486,False
BWA,2005,2008,Services,0.5700322942367462,0.576838172279627,92.79140925567494,106.93967711701814,8.064969588477487,0.7278184004034758,False
BWA,2008,2011,Agriculture,0.24570028699147534,0.24743766888027643,11.387587871860099,11.941632259004164,0.13612886492731294,0.02074717560951678,False
BWA,2008,2011,Manufacturing,0.1774615407288977,0.16953038927943487,274.6681743488578,225.2810978002737,-8.764306696407747,-1.7867385053552174,False
BWA,2008,2011,Services,0.576838172279627,0.5830319418402888,106.93967711701814,122.4423907567432,8.942557001313446,0.7583799528037818,False
BWA,2011,2014,Agriculture,0.24743766888027643,0.23854795773038767,11.941632259004164,9.72964821341795,-0.5473281758402162,-0.08649376220731682,False
BWA,2011,2014,Manufacturing,0.16953038927943487,0.1678317883861717,225.2810978002737,227.29691249593705,0.34174185007101354,-0.38608673860156156,False
BWA,2011,2014,Services,0.5830319418402888,0.5936202538834406,122.4423907567432,127.78991713444793,3.1177786880353597,1.3530795185880462,False
BWA,2014,2017,Agriculture,0.23854795773038767,0.23173857003797782,9.72964821341795,9.541860882775683,-0.044796284212353536,-0.06497423005785974,False
BWA,2014,2017,Manufacturing,0.1678317883861717,0.1668842528317803,227.29691249593705,183.81175013177432,-7.298192567840477,-0.17416816856476303,False
BWA,2014,2017,Services,0.5936202538834406,0.6013771771302419,127.78991713444793,132.57575650021136,2.8409711793498476,1.028379967558747,False
CMR,1966,1969,Agriculture,0.7939351281500786,0.7938686759398349,60.079885038802495,80.44414372690115,16.167900331216956,-0.005345691151814934,False
CMR,1966,1969,Manufacturing,0.06649945368907233,0.06649388630969964,2045.6101200566925,1954.0025304470719,-6.091854662812509,-0.010878673382183434,False
CMR,1966,1969,Services,0.13956541816084905,0.13963743775046547,2016.8323160880645,2445.558391155225,59.83533394320779,0.17612811171398612,False
CMR,1969,1972,Agriculture,0.7938686759398349,0.7938307063545398,80.44414372690115,98.79652194337869,14.569378195062098,-0.0037512629667899896,False
CMR,1969,1972,Manufacturing,0.06649388630969964,0.06649070721413047,1954.0025304470719,2329.79719706921,24.98804783816394,-0.007406647946266528,False
CMR,1969,1972,Services,0.13963743775046547,0.13967858643132974,2445.558391155225,2657.338377448904,29.572414652878035,0.10934596884202859,False
CMR,1972,1975,Agriculture,0.7938307063545398,0.7937634542956026,98.79652194337869,153.55634342745444,43.47002776855235,-0.010326980258365025,False
CMR,1972,1975,Manufacturing,0.06649070721413047,0.06648507397089672,2329.79719706921,3342.8058818746513,67.35566386676997,-0.018830838615835045,False
CMR,1972,1975,Services,0.13967858643132974,0.13975147173350067,2657.338377448904,3224.112400548383,79.16619437253307,0.23499040654698536,False
CMR,1975,1978,Agriculture,0.7937634542956026,0.7923846157105763,153.55634342745444,195.36771253536818,33.18833677192606,-0.2693805403120917,False
CMR,1975,1978,Manufacturing,0.06648507397089672,0.0669590865773551,3342.8058818746513,4121.208578140286,51.75216084036615,1.9535048198829086,False
CMR,1975,1978,Services,0.13975147173350067,0.14065629771206867,3224.112400548383,3944.8862759257536,100.72920987104634,3.5694355849540025,False
CMR,1978,1981,Agriculture,0.7923846157105763,0.7903071338147358,195.36771253536818,295.3785229420884,79.2470275710323,-0.6136435338322815,False
CMR,1978,1981,Manufacturing,0.0669590865773551,0.06767588948028669,4121.208578140286,6133.2757264696065,134.72617838443497,4.396349845213289,False
CMR,1978,1981,Services,0.14065629771206867,0.1420169767049775,3944.8862759257536,4741.989688894282,112.11761496180738,6.452325754268787,False
CMR,1981,1984,Agriculture,0.7903071338147358,0.7882082709149284,295.3785229420884,335.41007483012703,31.63722103479168,-0.7039797622825875,False
CMR,1981,1984,Manufacturing,0.06767588948028669,0.06839878660090662,6133.2757264696065,7875.277184674713,117.89149815998702,5.693015200885185,False
CMR,1981,1984,Services,0.1420169767049775,0.14339294248416498,4741.989688894282,6579.474160217642,260.9539893596875,9.053131289507702,False
CMR,1984,1987,Agriculture,0.7882082709149284,0.7820188256901699,335.41007483012703,291.8938609086603,-34.29983973180342,-1.806661063537431,False
CMR,1984,1987,Manufacturing,0.06839878660090662,0.07055714178612722,7875.277184674713,7624.513658850335,-17.151920890152574,16.456408590364934,False
CMR,1984,1987,Services,0.14339294248416498,0.14742403252370287,6579.474160217642,4834.988990529698,-250.14686160154216,19.49027596099961,False
CMR,1987,1990,Agriculture,0.7820188256901699,0.7649751610021525,291.8938609086603,276.77742062933856,-11.82134087585078,-4.717301550420806,False
CMR,1987,1990,Manufacturing,0.07055714178612722,0.07565586897453658,7624.513658850335,8004.558400561376,26.81487072597807,40.813059548152786,False
CMR,1987,1990,Services,0.14742403252370287,0.15936897002331102,4834.988990529698,4053.929488446133,-115.14694143811464,48.423934367307496,False
CMR,1990,1993,Agriculture,0.7649751610021525,0.7433619531367959,276.77742062933856,332.8064930707724,42.86084871168709,-7.19301591367896,False
CMR,1990,1993,Manufacturing,0.07565586897453658,0.08077981421933106,8004.558400561376,8776.993156344392,58.439222674897955,44.97283234704455,False
CMR,1990,1993,Services,0.15936897002331102,0.17585823264387307,4053.929488446133,3170.965582150251,-140.717048314134,52.286884244838916,False
CMR,1993,1996,Agriculture,0.7433619531367959,0.7165411404743669,332.8064930707724,471.93520566135163,103.42299152874092,-12.657685739848,False
CMR,1993,1996,Manufacturing,0.08077981421933106,0.08577155043335782,8776.993156344392,7337.492349846156,-116.28260771750472,36.626826282871406,False
CMR,1993,1996,Services,0.17585823264387307,0.1976873090922753,3170.965582150251,3428.6711456483768,45.31964493927379,74.8447245547893,False
CMR,1996,1999,Agriculture,0.7165411404743669,0.6839667708765701,471.93520566135163,570.0628916263366,70.31252401346089,-18.569439325825073,False
CMR,1996,1999,Manufacturing,0.08577155043335782,0.09042924830898161,7337.492349846156,8024.470485103407,58.923179774831404,37.375559131471896,False
CMR,1996,1999,Services,0.1976873090922753,0.22560398081444824,3428.6711456483768,3025.104708353021,-79.7799630288753,84.45085506829099,False
CMR,1999,2002,Agriculture,0.6839667708765701,0.6588752368581232,570.0628916263366,551.1620568513597,-12.927542927912564,-13.829501499163046,False
CMR,1999,2002,Manufacturing,0.09042924830898161,0.0932313505195601,8024.470485103407,7086.859878503928,-84.78742236131916,19.858105731615836,False
CMR,1999,2002,Services,0.22560398081444824,0.24789341262231668,3025.104708353021,2945.133964814777,-18.041718090919222,65.64536267377618,False
CMR,2002,2005,Agriculture,0.6588752368581232,0.6595434778900586,551.1620568513597,484.7414174526397,-43.76291451609961,0.3239241050203866,False
CMR,2002,2005,Manufacturing,0.0932313505195601,0.09300702009452767,7086.859878503928,5467.191594798482,-151.00386148355673,-1.2264574141948215,False
CMR,2002,2005,Services,0.24789341262231668,0.24744950201541374,2945.133964814777,2811.6553592650953,-33.08846704177866,-1.248123636933262,False
CMR,2005,2008,Agriculture,0.6595434778900586,0.6588752373996876,484.7414174526397,428.4747901447185,-37.11028706381011,-0.2863242038779453,False
CMR,2005,2008,Manufacturing,0.09300702009452767,0.09323134804353604,5467.191594798482,3971.348674881214,-139.12389251100228,0.8908845030332039,False
CMR,2005,2008,Services,0.24744950201541374,0.24789341455677635,2811.6553592650953,2368.523216100206,-109.65282815317491,1.0514171601353899,False
CMR,2008,2011,Agriculture,0.6588752373996876,0.6588752384266597,428.4747901447185,411.34032549450893,-11.289474464123382,4.224350683136039e-07,False
CMR,2008,2011,Manufacturing,0.09323134804353604,0.09323135012435325,3971.348674881214,3531.9208125529335,-40.96845197275494,7.349281621640223e-06,False
CMR,2008,2011,Services,0.24789341455677635,0.24789341144898702,2368.523216100206,2287.3147913750918,-20.131033695885485,-7.108492506270675e-06,False
CMR,2011,2014,Agriculture,0.6588752384266597,0.6588752373160564,411.34032549450893,420.88091089972477,6.286055483591494,-4.6743176518293407e-07,False
CMR,2011,2014,Manufacturing,0.09323135012435325,0.0932313493547604,3531.9208125529335,3924.7751390582685,36.626339262285875,-3.0204788761735784e-06,False
CMR,2011,2014,Services,0.24789341144898702,0.2478934133291833,2287.3147913750918,2475.2447315496006,46.586593983263036,4.653945927560052e-06,False
CMR,2014,2017,Agriculture,0.6588752373160564,0.6540091831094359,420.88091089972477,445.5182133147381,16.232908475519352,-2.167915776026209,False
CMR,2014,2017,Manufacturing,0.0932313493547604,0.0936198049346878,3924.7751390582685,4192.544488775444,24.964497789978992,1.6286173007586633,False
CMR,2014,2017,Services,0.2478934133291833,0.2523710119558763,2475.2447315496006,2583.497500624841,26.835148428397197,11.567864860862592,False
DZA,1999,2002,Agriculture,0.22020795731242815,0.21673876429947903,398.39579442177484,386.3257425630832,-2.657921464457557,-1.34023856682223,False
DZA,1999,2002,Manufacturing,0.2318455391745847,0.2308917213043187,3110.897599428116,3068.298410134458,-9.876432010188259,-2.926597854894984,False
DZA,1999,2002,Services,0.5479465035129872,0.5523695143962023,694.6192758239049,721.3888368916591,14.668287387653324,3.1907106766016633,False
DZA,2002,2005,Agriculture,0.21673876429947903,0.1865622173199556,386.3257425630832,472.3429892347534,18.643271752061274,-14.253680405091067,False
DZA,2002,2005,Manufacturing,0.2308917213043187,0.2491315800173516,3068.298410134458,2734.8918348496613,-76.98081806168467,49.88404066308515,False
DZA,2002,2005,Services,0.5523695143962023,0.5643062026626928,721.3888368916591,675.7673048582781,-25.199943495289492,8.066423658779733,False
DZA,2005,2008,Agriculture,0.1865622173199556,0.14398843089134025,472.3429892347534,587.1770834787375,21.423703246086415,-24.99835174780101,False
DZA,2005,2008,Manufacturing,0.2491315800173516,0.2748539804395187,2734.8918348496613,2302.7516650662274,-107.65976328711349,59.23230040164549,False
DZA,2005,2008,Services,0.5643062026626928,0.581157588669141,675.7673048582781,736.1447507433791,34.07136721389357,12.405059351397275,False
DZA,2008,2011,Agriculture,0.14398843089134025,0.1077000399747411,587.1770834787375,1028.6549566913086,63.56770623712417,-37.32823318671157,False
DZA,2008,2011,Manufacturing,0.2748539804395187,0.29683975871456136,2302.7516650662274,1965.879741880062,-92.59058898603332,43.22139612037315,False
DZA,2008,2011,Services,0.581157588669141,0.5954602013106975,736.1447507433791,830.9990750148494,55.12531036844847,11.88545787542916,False
DZA,2011,2014,Agriculture,0.1077000399747411,0.09146170352899835,1028.6549566913086,1408.882736953516,40.950547133746824,-22.877911895250083,False
DZA,2011,2014,Manufacturing,0.29683975871456136,0.2988868660626997,1965.879741880062,1956.9339631699215,-2.655462793831975,4.006053895826637,False
DZA,2011,2014,Services,0.5954602013106975,0.609651430408302,830.9990750148494,950.8389344074636,71.35986679897177,13.493573153098462,False
DZA,2014,2017,Agriculture,0.09146170352899835,0.09386400728512656,1408.882736953516,1470.3892746905851,5.625492719602957,3.532321677559827,False
DZA,2014,2017,Manufacturing,0.2988868660626997,0.29406021395816623,1956.9339631699215,2148.8675172075814,57.36641845859198,-10.371835924293606,False
DZA,2014,2017,Services,0.609651430408302,0.6120757787567073,950.8389344074636,1033.6705755512276,50.49842850636285,2.5059775526326855,False
EGY,1960,1963,Agriculture,0.6225084907155941,0.5728253936163654,5.081820153370259,6.289445473766723,0.7517570155499387,-0.3124791301734565,False
EGY,1960,1963,Manufacturing,0.10043264032153938,0.14695619329215776,38.266271720249875,34.63816734581827,-0.3643801016862933,1.6114906133183198,False
EGY,1960,1963,Services,0.2770588689628665,0.2802184130914768,9.792315362862745,10.95511373412332,0.3221636015733182,0.03461316527690743,False
EGY,1963,1966,Agriculture,0.5728253936163654,0.5933345368793439,6.289445473766723,5.8929687605072685,-0.2271119293325701,0.1208597405535003,False
EGY,1963,1966,Manufacturing,0.14695619329215776,0.14457601141112403,34.63816734581827,35.06813564673943,0.06318650473967072,-0.08346854106800215,False
EGY,1963,1966,Services,0.2802184130914768,0.262089451709532,10.95511373412332,12.877694293790796,0.5387424734705437,-0.23345922254062437,False
EGY,1966,1969,Agriculture,0.5933345368793439,0.5991789914708966,5.8929687605072685,6.323144583054279,0.25523817244762115,0.03695533139148313,False
EGY,1966,1969,Manufacturing,0.14457601141112403,0.14160881301195583,35.06813564673943,38.54069624438049,0.5020489605903741,-0.11435789219915375,False
EGY,1966,1969,Services,0.262089451709532,0.25921219551714775,12.877694293790796,14.683746582653644,0.47334725414680906,-0.04224890078234156,False
EGY,1969,1972,Agriculture,0.5991789914708966,0.5825024387621317,6.323144583054279,6.476406720332222,0.09183145284487228,-0.10800413803501946,False
EGY,1969,1972,Manufacturing,0.14160881301195583,0.14656282915769864,38.54069624438049,30.216760493542264,-1.1787426612639846,0.14969431935705194,False
EGY,1969,1972,Services,0.25921219551714775,0.2709347320801696,14.683746582653644,14.481185561673879,-0.05250628697435986,0.16975622722262626,False
EGY,1972,1975,Agriculture,0.5825024387621317,0.5359094818490683,6.476406720332222,7.409113143329056,0.5433037660447599,-0.3452124894511426,False
EGY,1972,1975,Manufacturing,0.14656282915769864,0.1639509645636723,30.216760493542264,40.32389661358309,1.4813304644351484,0.7011573744134659,False
EGY,1972,1975,Services,0.2709347320801696,0.3001395535872594,14.481185561673879,16.40808343818261,0.5220635599177412,0.4791951480855596,False
EGY,1975,1978,Agriculture,0.5359094818490683,0.5134598102899234,7.409113143329056,7.388666636466595,-0.010957476898284935,-0.16587313924868693,False
EGY,1975,1978,Manufacturing,0.1639509645636723,0.16655200043145638,40.32389661358309,71.04835684091569,5.037304889969366,0.18479932449034328,False
EGY,1975,1978,Services,0.3001395535872594,0.3199881892786204,16.40808343818261,19.070964353101136,0.7992358890596788,0.378532623727636,False
EGY,1978,1981,Agriculture,0.5134598102899234,0.4917113778299079,7.388666636466595,8.239487219927907,0.43686217537480754,-0.1791959313077626,False
EGY,1978,1981,Manufacturing,0.16655200043145638,0.18924792573355836,71.04835684091569,54.34044511411857,-2.782736121130248,1.2333066831930082,False
EGY,1978,1981,Services,0.3199881892786204,0.31904069643653377,19.070964353101136,22.84703201742274,1.2082970544998197,-0.021647399299431803,False
EGY,1981,1984,Agriculture,0.4917113778299079,0.4699226430737792,8.239487219927907,9.225726362892319,0.4849450078568182,-0.20101690465368513,False
EGY,1981,1984,Manufacturing,0.18924792573355836,0.19249501292539214,54.34044511411857,71.41481566849028,3.231289210620992,0.23189013326432517,False
