iso3,year0,year1,broad_sector,employment_share_0,employment_share_1,productivity_0,productivity_1,within,structural_change,short_series,country_productivity_0,country_productivity_1,country_actual_change,country_decomposed_change,country,country_exists_pre,depth_score_pre,agreement_type_pre,reciprocal_pre,fta_or_deeper_pre,nonreciprocal_only_pre,reciprocal_trade_share_pre,reciprocal_gdp_share_pre,gdp_african_pre,gdpcap_african_pre,pop_african_pre,wto_african_pre,gatt_african_pre,reciprocal_post,country_exists_post,treatment_status,reciprocal_interval
LSO,1985,1990,Manufacturing,0.0621326708638701,0.0639491423837801,17.58307420366794,40.0905881311676,1.163602008551344,0.1831235796098477,False,11.641123623760516,16.213211756496445,0.3927531637413344,0.3927531637413343,Lesotho,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,247680.8,0.169,1467.856,0.0,0.0,0.0,True,never_reciprocal,0
LSO,1985,1990,Services,0.2636336608020135,0.2698429185884003,32.44738583011144,42.59972706750524,0.2252355788759227,0.118572627045468,False,11.641123623760516,16.213211756496445,0.3927531637413344,0.3927531637413343,Lesotho,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,247680.8,0.169,1467.856,0.0,0.0,0.0,True,never_reciprocal,0
LSO,1990,1995,Agriculture,0.6662079390278197,0.6651740481413725,3.2335527157204047,3.4292523144927367,0.0605215427046878,-0.0016458278168877,False,16.213211756496445,23.88209441778037,0.4730020662445916,0.4730020662445915,Lesotho,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,544578.752,0.341,1597.534,0.0,1.0,0.0,True,never_reciprocal,0
LSO,1990,1995,Manufacturing,0.0639491423837801,0.0663721676219872,40.0905881311676,74.19085848987379,0.8182191100530246,0.1024795491938715,False,16.213211756496445,23.88209441778037,0.4730020662445916,0.4730020662445915,Lesotho,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,544578.752,0.341,1597.534,0.0,1.0,0.0,True,never_reciprocal,0
LSO,1990,1995,Services,0.2698429185884003,0.2684537842366403,42.59972706750524,62.12181829602781,0.3449087888606477,0.1058521107000252,False,16.213211756496445,23.88209441778037,0.4730020662445916,0.4730020662445915,Lesotho,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,544578.752,0.341,1597.534,0.0,1.0,0.0,True,never_reciprocal,0
LSO,1995,2000,Agriculture,0.6651740481413725,0.6954768563577195,3.4292523144927367,3.142574618312841,-0.0835977262356391,0.0417478138669113,False,23.88209441778037,23.831290000930785,-0.0021273015658023,-0.0021273015658021,Lesotho,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,859092.096,0.49,1753.824,1.0,1.0,0.0,True,never_reciprocal,0
LSO,1995,2000,Manufacturing,0.0663721676219872,0.0706710584462331,74.19085848987379,73.9878096119617,-0.0241416649347127,0.0859970939638154,False,23.88209441778037,23.831290000930785,-0.0021273015658023,-0.0021273015658021,Lesotho,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,859092.096,0.49,1753.824,1.0,1.0,0.0,True,never_reciprocal,0
LSO,1995,2000,Services,0.2684537842366403,0.2338520851960474,62.12181829602781,70.20209188416281,0.0599143464998359,-0.0755007370540016,False,23.88209441778037,23.831290000930785,-0.0021273015658023,-0.0021273015658021,Lesotho,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,859092.096,0.49,1753.824,1.0,1.0,0.0,True,never_reciprocal,0
LSO,2000,2005,Agriculture,0.6954768563577195,0.718650029569654,3.142574618312841,2.025399484502324,-0.355496772391771,0.0214747403777509,False,23.831290000930785,21.967467126354784,-0.0782090635674025,-0.0782090635674026,Lesotho,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,771258.56,0.415,1856.225,1.0,1.0,0.0,True,never_reciprocal,0
LSO,2000,2005,Manufacturing,0.0706710584462331,0.0776152259833399,73.9878096119617,72.04694451394629,-0.0887720135877457,0.1582225336891125,False,23.831290000930785,21.967467126354784,-0.0782090635674025,-0.0782090635674026,Lesotho,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,771258.56,0.415,1856.225,1.0,1.0,0.0,True,never_reciprocal,0
