iso3,year0,year1,Y0,Y1,within,structural_change,actual_change,decomposed_change,within_level,structural_change_level,short_series
AGO,2005,2010,825.6386596738698,888.1044576654516,0.19165363917825473,-0.115996089401872,0.0756575497763828,0.07565754977638273,158.2366537727537,-95.77085578117197,True
AGO,2010,2015,888.1044576654516,930.6890553694185,0.07854751662985147,-0.030597529062050658,0.04794998756780082,0.04794998756780082,69.75839965752229,-27.173801953555394,True
BFA,1970,1975,203.3233829973315,235.39856134564735,0.16030775370802752,-0.002553255059257608,0.15775449864876992,0.15775449864876992,32.59431480461917,-0.519136456303309,False
BFA,1975,1980,235.39856134564735,409.3853898970665,0.7429738678272945,-0.0038579294934757056,0.7391159383338187,0.7391159383338187,174.89497960395627,-0.9081510525371231,False
BFA,1980,1985,409.3853898970665,417.9392588813738,0.026964042493863034,-0.006069625654859511,0.020894416839003584,0.020894416839003525,11.038685049551187,-2.484816065243898,False
BFA,1985,1990,417.9392588813738,393.72631564960216,-0.05277536588364298,-0.005158754248019853,-0.05793412013166284,-0.05793412013166284,-22.056897304603087,-2.156045927168556,False
BFA,1990,1995,393.72631564960216,395.76630553591576,-0.007179064185517374,0.012360302536192096,0.005181238350674789,0.005181238350674722,-2.8265864915757675,4.866576377889348,False
BFA,1995,2000,395.76630553591576,518.4911745985653,0.1274386021744044,0.18265568161376475,0.31009428378816917,0.31009428378816917,50.43590476522535,72.28896429742417,False
BFA,2000,2005,518.4911745985653,632.2321417059118,0.06313861090940016,0.15623053687871594,0.2193691477881159,0.21936914778811611,32.73681253293668,81.0041545744099,False
BFA,2005,2010,632.2321417059118,721.1858350631542,-0.08582914093647036,0.22652697562298946,0.14069783468651928,0.14069783468651909,-54.2639415950432,143.2176349522855,False
BFA,2010,2015,721.1858350631542,665.3733533942699,-0.18404807415347665,0.10665819909582695,-0.07738987505764973,-0.0773898750576497,-132.7328640501404,76.92038238125612,False
BWA,1970,1975,30.62841908920683,41.52592348423903,0.2717606272068837,0.08403652847694913,0.35579715568383286,0.35579715568383286,8.323598382038139,2.5739060129940623,False
BWA,1975,1980,41.52592348423903,63.03400850560597,0.44920118486419963,0.06874238427834399,0.5179435691425437,0.5179435691425436,18.653494031700266,2.8545909896666686,False
BWA,1980,1985,63.03400850560597,80.54502987757894,0.3838421191926496,-0.10603936180628387,0.2778027573863658,0.27780275738636573,24.195107405999295,-6.684086034026326,False
BWA,1985,1990,80.54502987757894,90.00285560394065,0.15157463045577868,-0.034151795791284204,0.1174228346644943,0.11742283466449448,12.20858313874368,-2.7507574123819607,False
BWA,1990,1995,90.00285560394065,97.37987072484714,0.076422465842445,0.0055417681966300454,0.08196423403907531,0.08196423403907505,6.8782401581146635,0.49877496279180455,False
BWA,1995,2000,97.37987072484714,99.37503596973565,0.2962065612850299,-0.2757180842513524,0.02048847703367747,0.02048847703367751,28.844556645787726,-26.849391400899208,False
BWA,2000,2005,99.37503596973565,105.53298100900821,-0.014754914412657286,0.07672163451676815,0.0619667201041109,0.06196672010411087,-1.4662701504881888,7.624215189760747,False
BWA,2005,2010,105.53298100900821,116.14249087386267,0.15351427393370232,-0.05298162751912942,0.1005326464145729,0.1005326464145729,16.20081895565709,-5.591309090802632,False
BWA,2010,2015,116.14249087386267,110.74134934097899,-0.05815632464321338,0.011651884345393049,-0.04650444029782029,-0.04650444029782033,-6.754420404131805,1.3532788712481154,False
CMR,1965,1970,455.7143327111337,548.3241288145707,0.20116229391659202,0.0020566734406189946,0.2032189673572109,0.203218967357211,91.67254053884068,0.9372555645963965,False
CMR,1970,1975,548.3241288145707,794.7085536203145,0.447412411563389,0.0019284287501779753,0.44934084031356714,0.44934084031356697,245.32702079132144,1.0574040144223098,False
CMR,1975,1980,794.7085536203145,1114.736723368381,0.4079968697304351,-0.0052980837539027105,0.4026987859765322,0.40269878597653236,324.23860222508995,-4.21043247702331,False
CMR,1980,1985,1114.736723368381,1473.5648438954347,0.32295683653362456,-0.0010618877041030175,0.3218949488295217,0.3218949488295215,360.0118457469105,-1.1837252198569708,False
CMR,1985,1990,1473.5648438954347,1463.3902825006674,-0.14093187603518822,0.13402715010004002,-0.006904725935148156,-0.006904725935148209,-207.6722579096829,197.49769651491545,False
CMR,1990,1995,1463.3902825006674,1641.7687837209558,-0.054001738009054674,0.17589574219464496,0.12189400418559022,0.1218940041855903,-79.02561864059754,257.40411986088606,False
CMR,1995,2000,1641.7687837209558,1764.0071258503876,-0.065778133221019,0.140233405693911,0.07445527247289177,0.07445527247289199,-107.99248577370736,230.23082790313958,False
CMR,2000,2005,1764.0071258503876,1523.9379721524688,-0.15899387923586022,0.022900804451830053,-0.13609307478403013,-0.13609307478403018,-280.4663359386534,40.397182240734494,False
CMR,2005,2010,1523.9379721524688,1158.2164227438604,-0.2385001290845712,-0.0014844084042147634,-0.2399845374887858,-0.23998453748878595,-363.4594030752435,-2.262146333365129,False
CMR,2010,2015,1158.2164227438604,1305.713781359535,0.1273487297730354,-2.730320909484497e-08,0.1273487024698264,0.12734870246982632,147.4973902386996,-3.1623025167258975e-05,False
DZA,2000,2005,1228.2911290178745,1150.8089547756094,-0.060305238749017956,-0.002776039306143755,-0.06308127805516171,-0.06308127805516171,-74.07238978872374,-3.4097844535413095,False
DZA,2005,2010,1150.8089547756094,1161.7715533421167,-0.025600361544587367,0.03512635499555492,0.009525993450967551,0.009525993450967555,-29.461125311004295,40.42372387751157,False
DZA,2010,2015,1161.7715533421167,1342.1096155246887,0.1670894774622726,-0.011862693277562508,0.15522678418470995,0.1552267841847101,194.11980177846704,-13.78173959589488,False
EGY,1960,1965,9.719706651343108,12.455561721710765,0.2532368881549755,0.028238177760682145,0.28147506591565763,0.2814750659156577,2.461388266165346,0.2744668042023113,False
EGY,1965,1970,12.455561721710765,13.338110062428289,0.03845577452814649,0.032399989381657,0.07085576390980348,0.0708557639098035,0.47898827319152126,0.4035600675260022,False
EGY,1970,1975,13.338110062428289,15.506470591320705,0.25051753916251346,-0.0879487405288596,0.16256879863365378,0.16256879863365387,3.3414305099182933,-1.173069981025877,False
EGY,1975,1980,15.506470591320705,24.78833460394263,0.3364652233407139,0.262114831221617,0.5985800545623308,0.5985800545623309,5.217388090734932,4.064475921886994,False
EGY,1980,1985,24.78833460394263,29.05211454130907,0.16052769970932498,0.011479819371375034,0.17200751908070008,0.17200751908070003,3.979214333595972,0.2845656037704667,False
EGY,1985,1990,29.05211454130907,31.743128790152873,0.09421493806803183,-0.001587799171912415,0.09262713889611933,0.09262713889611941,2.7371431722548007,-0.04612892341099517,False
EGY,1990,1995,31.743128790152873,32.80558531890762,0.015588605067179528,0.017881836229846206,0.03347044129702589,0.033470441297025734,0.49483109830630945,0.5676254304484298,False
EGY,1995,2000,32.80558531890762,36.740166631912444,0.16639167079396996,-0.04645534669683151,0.11993632409713832,0.11993632409713845,5.45857615258717,-1.5239948395823393,False
EGY,2000,2005,36.740166631912444,37.956098175524104,0.06787922288101994,-0.03478379476841304,0.03309542811260698,0.0330954281126069,2.4938939594933967,-1.2779624158817395,False
EGY,2005,2010,37.956098175524104,44.88903822026464,0.12624681267076798,0.05641000344030497,0.18265681611107284,0.18265681611107296,4.79183641607867,2.141103628661868,False
EGY,2010,2015,44.88903822026464,49.438337275346775,0.13512102296388467,-0.03377558907957379,0.10134543388431096,0.10134543388431089,6.065452764187075,-1.5161537091049406,False
ETH,1965,1970,7.640391995990509,8.196236612582373,-0.0011292010622197394,0.07387999930445112,0.07275079824223128,0.07275079824223138,-0.008627538757647678,0.5644721553495127,False
ETH,1970,1975,8.196236612582373,7.601811304269867,-0.07673396881993066,0.004209792614477973,-0.07252417620545265,-0.07252417620545269,-0.62892976467067,0.03450445635816324,False
ETH,1975,1980,7.601811304269867,7.0641196021528305,-0.04615125464722736,-0.024580795991153915,-0.07073205063838138,-0.07073205063838127,-0.35083312928353017,-0.18685857283350527,False
ETH,1980,1985,7.0641196021528305,5.289998347614687,-0.25111974708296864,-2.5668687946486465e-05,-0.25114541577091504,-0.25114541577091515,-1.7739399278564598,-0.00018132668168431912,False
ETH,1985,1990,5.289998347614687,5.737119665738532,0.06067315413371148,0.023848860570783788,0.08452201470449536,0.08452201470449527,0.32096088511190496,0.1261604330119393,False
ETH,1990,1995,5.737119665738532,5.707978463206489,-0.04058438967554401,0.03550497627127611,-0.005079413404268162,-0.005079413404267895,-0.23283750012955937,0.20369629759751812,False
