iso3,year,country_exists,depth_score,agreement_type,reciprocal,fta_or_deeper,nonreciprocal_only,n_northern_reporting,n_northern_with_agreement,trade_total_northern,gdp_total_northern,trade_reciprocal_northern,gdp_reciprocal_northern,n_reciprocal_partners,n_partners_trade_available,reciprocal_trade_share,reciprocal_gdp_share,gdp_african,gdpcap_african,gdp_ppp_african,gdpcap_ppp_african,pop_african,pop_pwt_african,gdp_ppp_pwt_african,wto_african,gatt_african
DZA,2015,True,3.0,3_fta,1.0,1.0,0.0,36.0,29.0,57269226.918500006,44849923518.08,46311994.239,15459393649.663998,23.0,35.0,0.808671545451569,0.3446916390711786,164779474.944,4.133,582629895.329,14.613,39871.529,39871.527,467229632.0,0.0,0.0
DZA,2016,True,3.0,3_fta,1.0,1.0,0.0,36.0,29.0,49680193.321,45883796063.871994,38718753.460499994,15514617285.632002,23.0,36.0,0.779359959618624,0.338128459642595,156079603.712,3.844,612133180.845,15.075,40606.052,40606.051,472745536.0,0.0,0.0
DZA,2017,True,3.0,3_fta,1.0,1.0,0.0,36.0,29.0,46730263.34200001,48443791181.825,37947895.4,16468535362.169998,23.0,35.0,0.8120625197909673,0.3399514150401304,170097014.589,4.11,485801342.039,11.737,41389.175,41318.141,498163264.0,0.0,0.0
EGY,1950,True,1.0,1_nonreciprocal,0.0,0.0,1.0,28.0,1.0,729880.0,439149675.856,0.0,0.0,0.0,24.0,0.0,0.0,2267239.936,0.107,,,21197.691,22127.229,12761535.0,0.0,0.0
EGY,1951,True,1.0,1_nonreciprocal,0.0,0.0,1.0,28.0,1.0,907460.0,508704606.91200006,0.0,0.0,0.0,23.0,0.0,0.0,2471259.904,0.114,,,21704.443,22656.201,13248046.0,0.0,0.0
EGY,1952,True,1.0,1_nonreciprocal,0.0,0.0,1.0,28.0,1.0,705455.0,564177641.312,0.0,0.0,0.0,24.0,0.0,0.0,2149420.032,0.097,,,22223.309,23197.818,12098888.0,0.0,0.0
EGY,1953,True,1.0,1_nonreciprocal,0.0,0.0,1.0,28.0,1.0,629815.0,594802213.104,0.0,0.0,0.0,24.0,0.0,0.0,2241370.112,0.099,,,22754.58,23752.387,12162920.0,0.0,0.0
EGY,1954,True,1.0,1_nonreciprocal,0.0,0.0,1.0,28.0,1.0,580310.0,608996152.944,0.0,0.0,0.0,24.0,0.0,0.0,2494249.984,0.107,,,23298.552,24320.211,12944347.0,0.0,0.0
EGY,1955,True,1.0,1_nonreciprocal,0.0,0.0,1.0,28.0,1.0,613570.0,707212135.52,0.0,0.0,0.0,24.0,0.0,0.0,2747120.128,0.115,,,23855.528,24901.613,13496260.0,0.0,0.0
EGY,1956,True,1.0,1_nonreciprocal,0.0,0.0,1.0,28.0,1.0,538015.0,759962809.184,0.0,0.0,0.0,24.0,0.0,0.0,2902850.048,0.119,,,24425.816,25496.91,13902056.0,0.0,0.0
EGY,1957,True,1.0,1_nonreciprocal,0.0,0.0,1.0,28.0,1.0,401960.0,810041068.576,0.0,0.0,0.0,22.0,0.0,0.0,3051419.904,0.122,,,25009.741,26106.439,14493365.0,0.0,0.0
EGY,1958,True,1.0,1_nonreciprocal,0.0,0.0,1.0,28.0,1.0,472060.0,830159736.224,0.0,0.0,0.0,22.0,0.0,0.0,3588570.112,0.14,,,25607.622,26730.539,14747562.0,0.0,0.0
EGY,1959,True,1.0,1_nonreciprocal,0.0,0.0,1.0,28.0,1.0,476260.0,885219863.3280001,0.0,0.0,0.0,21.0,0.0,0.0,3920000.0,0.15,,,26219.801,27369.561,16270726.0,0.0,0.0
EGY,1960,True,1.0,1_nonreciprocal,0.0,0.0,1.0,29.0,1.0,585610.0,1004764122.1600001,0.0,0.0,0.0,22.0,0.0,0.0,3940000.0,0.141,,,27997.746,28023.855,16990792.0,0.0,0.0
EGY,1961,True,1.0,1_nonreciprocal,0.0,0.0,1.0,29.0,1.0,592570.0,1068562561.6,0.0,0.0,0.0,22.0,0.0,0.0,3400090.112,0.118,,,28785.879,28729.762,17978404.0,0.0,0.0
EGY,1962,True,1.0,1_nonreciprocal,0.0,0.0,1.0,29.0,1.0,661860.0,1154279277.792,0.0,0.0,0.0,22.0,0.0,0.0,3677720.064,0.124,,,29590.639,29408.732,19026470.0,0.0,0.0
EGY,1963,True,1.0,1_nonreciprocal,0.0,0.0,1.0,29.0,1.0,776690.0,1241588382.56,0.0,0.0,0.0,22.0,0.0,0.0,4112069.888,0.135,,,30409.962,30084.475,20575678.0,0.0,0.0
EGY,1964,True,1.0,1_nonreciprocal,0.0,0.0,1.0,30.0,1.0,796020.0,1356808025.408,0.0,0.0,0.0,22.0,0.0,0.0,4570229.76,0.146,,,31241.837,30828.119,23242306.0,0.0,0.0
EGY,1965,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,1.0,730970.0,1474823991.328,0.0,0.0,0.0,23.0,0.0,0.0,5111621.12,0.159,,,32083.954,31592.301,24222958.0,0.0,0.0
EGY,1966,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,1.0,736665.0,1613314560.144,0.0,0.0,0.0,26.0,0.0,0.0,5339520.512,0.162,,,32937.065,32345.162,25228086.0,0.0,0.0
EGY,1967,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,1.0,489690.0,1724081100.72,0.0,0.0,0.0,25.0,0.0,0.0,5579168.768,0.165,,,33798.82,33070.434,26397452.0,0.0,0.0
EGY,1968,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,1.0,505245.0,1867705725.52,0.0,0.0,0.0,21.0,0.0,0.0,6109112.32,0.176,,,34660.4,33755.918,29305470.0,0.0,0.0
EGY,1969,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,1.0,616148.0,2054570607.7919998,0.0,0.0,0.0,24.0,0.0,0.0,6861743.616,0.193,,,35510.567,34411.84,31414490.0,0.0,0.0
EGY,1970,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,1.0,693318.0,2273816559.2320004,0.0,0.0,0.0,27.0,0.0,0.0,7682491.904,0.211,,,36342.27,35046.273,35639044.0,0.0,1.0
EGY,1971,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,1.0,732729.5,2523239156.608,0.0,0.0,0.0,26.0,0.0,0.0,8266003.456,0.222,,,37152.21,35863.379,36333464.0,0.0,1.0
EGY,1972,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,14.0,720367.0,2927304446.368,0.0,0.0,0.0,26.0,0.0,0.0,8763961.344,0.231,,,37945.431,36673.641,38716580.0,0.0,1.0
EGY,1973,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,15.0,1013195.5,3532604577.152,0.0,0.0,0.0,27.0,0.0,0.0,9616724.992,0.248,,,38733.784,37488.066,38825336.0,0.0,1.0
EGY,1974,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,18.0,2217650.5154999997,3948556657.12,0.0,0.0,0.0,26.0,0.0,0.0,9015166.976,0.228,,,39533.997,38322.023,43071264.0,0.0,1.0
EGY,1975,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,18.0,3151554.0,4429510582.784,0.0,0.0,0.0,27.0,0.0,0.0,11437965.312,0.283,,,40359.039,39187.703,44861884.0,0.0,1.0
EGY,1976,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,3782530.5154999997,4806278232.896,0.0,0.0,0.0,27.0,0.0,0.0,13360477.184,0.324,,,41212.513,40089.031,46119736.0,0.0,1.0
EGY,1977,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,4646013.5155,5430826885.312,0.0,0.0,0.0,27.0,0.0,0.0,14636028.928,0.348,,,42093.67,41026.477,48851360.0,0.0,1.0
EGY,1978,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,19.0,6053262.0005,6534032980.16,3219374.9535,2139743229.4399998,9.0,27.0,0.5318413366601478,0.3274766497103912,14849908.736,0.345,,,43005.772,42004.652,50990440.0,0.0,1.0
EGY,1979,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,19.0,6713169.078,7510149364.864,3654095.0625,2601064105.472,9.0,27.0,0.5443174482935316,0.3463398634441277,18150000.64,0.413,,,43951.351,43027.816,50583144.0,0.0,1.0
EGY,1980,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,19.0,9463391.061999999,8340612450.304,4937229.9845,2985194533.376,9.0,28.0,0.5217189009894475,0.3579107111333527,22912499.712,0.51,,,44931.973,44099.141,52649724.0,0.0,1.0
EGY,1981,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,20.0,11388303.531,8455798984.639999,6615760.0155,2679046219.776,10.0,28.0,0.5809258593688953,0.31682945924359135,23405404.16,0.509,,,45945.656,45216.508,60519440.0,0.0,1.0
EGY,1982,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,20.0,11500772.047,8413404846.592001,5999295.1245,2574006382.08,10.0,28.0,0.5216428166720275,0.3059411057727297,25592367.104,0.545,,,46991.386,46379.621,61269536.0,0.0,1.0
EGY,1983,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,20.0,11830502.0625,8740008512.064,6116350.078,2520324957.6959996,10.0,28.0,0.5169983527062167,0.2883664191192889,28137369.6,0.585,,,48071.85,47594.555,70399312.0,0.0,1.0
EGY,1984,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,20.0,12092143.015999999,9461506897.664,6318825.0315000005,2718849346.048,10.0,28.0,0.5225562601384305,0.2873590195996444,30642874.368,0.623,,,49190.418,48868.949,79194696.0,0.0,1.0
EGY,1985,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,20.0,9262422.015,10013658187.84,5020461.992000001,2845723773.44,10.0,28.0,0.5420247516113635,0.28418423318020586,34689560.576,0.689,,,50346.55,50204.988,85057128.0,0.0,1.0
EGY,1986,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,22.0,9094675.155499998,11908986258.239998,5120251.100999999,3831437913.6,12.0,28.0,0.562994391053487,0.32172662143673003,35880263.68,0.696,,,51545.01,51607.703,87035184.0,0.0,1.0
EGY,1987,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,22.0,9153839.4925,13601061168.384003,5125041.4925,4531435388.9279995,12.0,28.0,0.5598788898034636,0.3331677824860777,40507932.672,0.768,,,52776.852,53066.23,89794584.0,0.0,1.0
EGY,1988,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,22.0,9204060.5555,15340574223.36,5086158.8655,5059366443.008,12.0,28.0,0.5525994570364602,0.3298029375786862,35044634.624,0.649,,,54011.215,54547.293,88979456.0,0.0,1.0
EGY,1989,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,22.0,9325484.265999999,16164941408.576,5178803.9655,5255545856.0,12.0,28.0,0.5553388776153452,0.3251200065106188,39648444.416,0.718,,,55207.253,56006.574,99501096.0,0.0,1.0
EGY,1990,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,31.0,22.0,10599643.076,18322889058.559998,6098676.1645,6716606121.983999,12.0,28.0,0.5753661817451937,0.3665691638757245,43130417.152,0.766,219273690.234,3.819,56336.613,57412.215,112763640.0,0.0,1.0
EGY,1991,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,34.0,22.0,10487046.451499999,19393791276.544,5945608.1815,7002888893.4400015,12.0,28.0,0.5669478254909016,0.36108921631582735,36970553.344,0.644,229016589.491,3.898,57387.589,58752.391,130652368.0,0.0,1.0
EGY,1992,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,34.0,22.0,10956701.138,20844117865.92,5722421.884000001,7676577040.384001,12.0,30.0,0.5222759854381273,0.3682850523952926,41855483.904,0.717,244618514.813,4.075,58370.712,60035.539,144743104.0,0.0,1.0
EGY,1993,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,23.0,11192568.3115,21072670525.888,5908943.0945,7016676205.568,12.0,34.0,0.5279345124415058,0.3329751773486867,46578630.656,0.785,257703318.996,4.206,59307.777,61275.602,169492224.0,0.0,1.0
EGY,1994,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,23.0,11887940.997,22587045957.952,6425253.908,7429952126.976001,12.0,33.0,0.5404850099459154,0.32894749232846054,51897982.976,0.862,273644484.446,4.379,60231.865,62495.746,193446592.0,0.0,1.0
EGY,1995,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,23.0,13087312.968,24960546077.760002,7420921.108,9124051525.632,15.0,34.0,0.5670316837493696,0.36553893881999583,60159246.336,0.984,292320638.929,4.588,61168.396,63714.387,228289568.0,1.0,1.0
EGY,1996,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,23.0,14572021.398500003,25115816761.408,8243568.194,9305192065.024,15.0,34.0,0.5657120565887013,0.370491318415812,67629719.552,1.089,312506419.455,4.813,62123.592,64933.457,275517408.0,1.0,1.0
EGY,1997,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,23.0,15189175.117500002,24683023210.688,8712340.989,8747113254.911999,15.0,36.0,0.5735888171413729,0.3543777105522637,78436573.184,1.243,335308788.634,5.069,63094.07,66151.117,286627328.0,1.0,1.0
EGY,1998,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,23.0,15232341.381500002,24755038679.936,8967065.763000002,9029102999.552,15.0,36.0,0.5886859766608626,0.36473798794223267,84828807.168,1.324,352628944.674,5.234,64084.442,67378.062,287501120.0,1.0,1.0
EGY,1999,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,23.0,15583690.905,26015395041.984,9004073.9405,9029171853.312,15.0,36.0,0.5777882784887025,0.3470703342670983,90710704.128,1.393,379884406.117,5.536,65097.778,68626.664,303563968.0,1.0,1.0
EGY,2000,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,23.0,14888014.11,26479956300.608,8537460.225499999,8368142331.903999,15.0,36.0,0.5734451997708376,0.31601798118193497,99838541.824,1.51,409384965.326,5.856,66136.589,69905.992,317799808.0,1.0,1.0
EGY,2001,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,23.0,13151102.9505,26213172625.856,7026715.315,8429408583.68,15.0,36.0,0.5343061598291912,0.32157147492194244,97632010.24,1.453,433517053.525,6.086,67204.185,71226.938,333597152.0,1.0,1.0
EGY,2002,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,23.0,12409837.2055,27332669775.68,6853762.4385,9178645106.688002,15.0,36.0,0.552284637179804,0.33581224161479295,87850680.32,1.286,450606183.93,6.208,68302.917,72590.117,343771200.0,1.0,1.0
EGY,2003,True,2.0,2_reciprocal_pta,1.0,0.0,0.0,36.0,24.0,13030217.551500002,30659992696.192,7722379.1025,11200907083.776,15.0,36.0,0.592651586359049,0.36532647593119494,82923683.84,1.194,474262994.919,6.411,69432.48,73981.938,357473728.0,1.0,1.0
EGY,2004,True,3.0,3_fta,1.0,1.0,0.0,36.0,30.0,16210243.682500001,34051005386.304,9917863.982499998,12908966445.055998,15.0,36.0,0.6118269519419359,0.3791067634745447,78845181.952,1.117,507234344.115,6.729,70591.286,75381.898,375248320.0,1.0,1.0
EGY,2005,True,3.0,3_fta,1.0,1.0,0.0,36.0,30.0,19420342.1365,35810110801.536,11841838.9485,13408335659.008,15.0,36.0,0.6097646923657224,0.3744287677108465,89685721.088,1.249,547005144.174,7.124,71777.679,76778.156,395693728.0,1.0,1.0
EGY,2006,True,3.0,3_fta,1.0,1.0,0.0,36.0,30.0,23156751.584,37668340994.816,14192557.6075,14252095582.208,15.0,36.0,0.6128906965217976,0.378357400560046,107484037.12,1.473,602453659.314,7.708,72990.753,78159.047,440465888.0,1.0,1.0
EGY,2007,True,3.0,3_fta,1.0,1.0,0.0,36.0,30.0,27163656.111,41090276041.472,16206606.257,16376864608.255999,15.0,36.0,0.5966283106653337,0.39855815501767367,130477817.856,1.758,662339380.637,8.327,74229.576,79537.258,499250496.0,1.0,1.0
EGY,2008,True,3.0,3_fta,1.0,1.0,0.0,36.0,31.0,42914726.106,43356354594.304,26395679.292000003,18487249457.151997,18.0,36.0,0.6150727660897168,0.4264023031950381,162818179.072,2.157,723669582.167,8.939,75491.92,80953.883,567148928.0,1.0,1.0
EGY,2009,True,3.0,3_fta,1.0,1.0,0.0,36.0,31.0,36475962.1645,40865587641.088,23138822.4245,16631197895.679998,18.0,36.0,0.6343581101479405,0.4069731736576886,188984082.432,2.462,763245439.18,9.255,76775.024,82465.016,621812160.0,1.0,1.0
EGY,2010,True,3.0,3_fta,1.0,1.0,0.0,36.0,31.0,43450589.503000006,42666123500.352005,26025146.1185,16615323551.744001,18.0,36.0,0.598959563407146,0.38942660332399126,218887815.168,2.804,812316743.803,9.658,78075.706,84107.602,715813248.0,1.0,1.0
EGY,2011,True,3.0,3_fta,1.0,1.0,0.0,36.0,31.0,46531959.868999995,45767108476.736,29367371.985999998,18041018572.799995,18.0,36.0,0.631122610538586,0.3941917934791636,236000739.328,2.973,843842460.027,9.824,79392.464,85897.562,828206528.0,1.0,1.0
EGY,2012,True,3.0,3_fta,1.0,1.0,0.0,36.0,31.0,45473137.992,45700867909.632,28375281.036500003,17060002879.487999,18.0,36.0,0.6240009440626686,0.373297131100926,262831915.008,3.256,878427114.733,10.003,80721.87,87813.258,846654400.0,1.0,1.0
EGY,2013,True,3.0,3_fta,1.0,1.0,0.0,36.0,31.0,43709573.30849999,46150748830.01601,28155389.946,17722328174.592,18.0,36.0,0.644146986914758,0.38400954749114635,271972827.136,3.314,912121545.942,10.156,82056.381,89807.438,875442368.0,1.0,1.0
EGY,2014,True,3.0,3_fta,1.0,1.0,0.0,36.0,31.0,45709966.96,47358762874.11201,29105287.907499995,18309993827.328003,18.0,36.0,0.636738327397382,0.3866231446121009,305529651.2,3.328,955524563.563,10.407,91812.569,91812.57,903043072.0,1.0,1.0
EGY,2015,True,3.0,3_fta,1.0,1.0,0.0,36.0,31.0,41342510.927999996,44849923518.08,26677320.936000004,16097609600.0,18.0,36.0,0.6452757787851798,0.3589216733783436,332698025.984,3.548,1008030438.488,10.749,93778.175,93778.172,939779584.0,1.0,1.0
EGY,2016,True,3.0,3_fta,1.0,1.0,0.0,36.0,31.0,38024992.904,45883796063.871994,25843239.7285,16114277797.888,18.0,36.0,0.6796382524973844,0.35119757256911155,336296935.424,3.514,1065179267.161,11.132,95688.683,95688.68,976628160.0,1.0,1.0
EGY,2017,True,3.0,3_fta,1.0,1.0,0.0,36.0,31.0,38834523.342999995,48443791181.825,26922983.201,17091981745.301998,18.0,36.0,0.6932744600263756,0.3528208946560425,235733695.652,2.444,1062265603.572,11.014,96442.589,97553.156,998582528.0,1.0,1.0
ETH,1950,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,29360.0,439149675.856,0.0,0.0,0.0,13.0,0.0,0.0,,,,,22979.582,,,0.0,0.0
ETH,1951,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,51600.0,508704606.91200006,0.0,0.0,0.0,16.0,0.0,0.0,,,,,23351.967,,,0.0,0.0
ETH,1952,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,67250.0,564177641.312,0.0,0.0,0.0,18.0,0.0,0.0,,,,,23738.462,,,0.0,0.0
ETH,1953,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,90670.0,594802213.104,0.0,0.0,0.0,19.0,0.0,0.0,,,,,24139.56,,,0.0,0.0
ETH,1954,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,99170.0,608996152.944,0.0,0.0,0.0,20.0,0.0,0.0,,,,,24555.791,,,0.0,0.0
ETH,1955,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,103130.0,707212135.52,0.0,0.0,0.0,18.0,0.0,0.0,,,,,24987.692,,,0.0,0.0
ETH,1956,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,91620.0,759962809.184,0.0,0.0,0.0,20.0,0.0,0.0,,,,,25435.838,,,0.0,0.0
ETH,1957,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,111940.0,810041068.576,0.0,0.0,0.0,21.0,0.0,0.0,,,,,25900.836,,,0.0,0.0
ETH,1958,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,107070.0,830159736.224,0.0,0.0,0.0,19.0,0.0,0.0,,,,,26383.304,,,0.0,0.0
ETH,1959,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,100605.0,885219863.3280001,0.0,0.0,0.0,18.0,0.0,0.0,,,,,26882.186,,,0.0,0.0
ETH,1960,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,119005.0,1004764122.1600001,0.0,0.0,0.0,21.0,0.0,0.0,,,,,23556.028,,,0.0,0.0
ETH,1961,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,131560.0,1068562561.6,0.0,0.0,0.0,20.0,0.0,0.0,,,,,24109.352,,,0.0,0.0
ETH,1962,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,151600.0,1154279277.792,0.0,0.0,0.0,21.0,0.0,0.0,,,,,24694.31,,,0.0,0.0
ETH,1963,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,158150.0,1241588382.56,0.0,0.0,0.0,21.0,0.0,0.0,,,,,25307.396,,,0.0,0.0
ETH,1964,True,0.0,0_none,0.0,0.0,0.0,30.0,0.0,183550.0,1356808025.408,0.0,0.0,0.0,22.0,0.0,0.0,,,,,25943.205,,,0.0,0.0
ETH,1965,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,221200.0,1474823991.328,0.0,0.0,0.0,21.0,0.0,0.0,,,,,26598.158,,,0.0,0.0
ETH,1966,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,225750.0,1613314560.144,0.0,0.0,0.0,22.0,0.0,0.0,,,,,27265.392,,,0.0,0.0
ETH,1967,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,206780.0,1724081100.72,0.0,0.0,0.0,23.0,0.0,0.0,,,,,27945.977,,,0.0,0.0
ETH,1968,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,233285.0,1867705725.52,0.0,0.0,0.0,24.0,0.0,0.0,,,,,28653.074,,,0.0,0.0
ETH,1969,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,211924.0,2054570607.7919998,0.0,0.0,0.0,27.0,0.0,0.0,,,,,29405.101,,,0.0,0.0
ETH,1970,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,250551.0,2273816559.2320004,0.0,0.0,0.0,28.0,0.0,0.0,,,,,30211.911,,,0.0,0.0
ETH,1971,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,255859.5,2523239156.608,0.0,0.0,0.0,28.0,0.0,0.0,,,,,31090.013,,,0.0,0.0
ETH,1972,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,15.0,271682.0,2927304446.368,0.0,0.0,0.0,28.0,0.0,0.0,,,,,32027.529,,,0.0,0.0
ETH,1973,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,16.0,352337.5,3532604577.152,0.0,0.0,0.0,27.0,0.0,0.0,,,,,32972.516,,,0.0,0.0
ETH,1974,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,18.0,405354.0,3948556657.12,0.0,0.0,0.0,28.0,0.0,0.0,,,,,33854.012,,,0.0,0.0
ETH,1975,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,18.0,370363.5,4429510582.784,0.0,0.0,0.0,28.0,0.0,0.0,,,,,34626.601,,,0.0,0.0
ETH,1976,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,485663.5,4806278232.896,0.0,0.0,0.0,28.0,0.0,0.0,,,,,35266.588,,,0.0,0.0
ETH,1977,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,545066.0,5430826885.312,0.0,0.0,0.0,28.0,0.0,0.0,,,,,35804.541,,,0.0,0.0
ETH,1978,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,581345.5,6534032980.16,0.0,0.0,0.0,28.0,0.0,0.0,,,,,36316.035,,,0.0,0.0
ETH,1979,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,705664.0,7510149364.864,0.0,0.0,0.0,28.0,0.0,0.0,,,,,36907.407,,,0.0,0.0
ETH,1980,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,726151.5,8340612450.304,0.0,0.0,0.0,27.0,0.0,0.0,,,,,37655.854,,,0.0,0.0
ETH,1981,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,20.0,720089.5,8455798984.639999,0.0,0.0,0.0,27.0,0.0,0.0,,,,,38588.17,,,0.0,0.0
ETH,1982,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,20.0,767552.0,8413404846.592001,0.0,0.0,0.0,26.0,0.0,0.0,,,,,39683.962,,,0.0,0.0
ETH,1983,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,20.0,854549.5,8740008512.064,0.0,0.0,0.0,28.0,0.0,0.0,,,,,40915.52,,,0.0,0.0
ETH,1984,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,20.0,963190.0,9461506897.664,0.0,0.0,0.0,27.0,0.0,0.0,,,,,42235.614,,,0.0,0.0
ETH,1985,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,20.0,1012879.508,10013658187.84,0.0,0.0,0.0,27.0,0.0,0.0,,,,,43609.081,,,0.0,0.0
ETH,1986,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,22.0,1158578.945,11908986258.239998,0.0,0.0,0.0,28.0,0.0,0.0,,,,,45028.999,,,0.0,0.0
ETH,1987,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,22.0,1113340.492,13601061168.384003,0.0,0.0,0.0,27.0,0.0,0.0,,,,,46506.121,,,0.0,0.0
ETH,1988,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,22.0,1235053.9255,15340574223.36,0.0,0.0,0.0,26.0,0.0,0.0,,,,,48042.722,,,0.0,0.0
ETH,1989,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,22.0,1022796.8420000001,16164941408.576,0.0,0.0,0.0,26.0,0.0,0.0,,,,,49644.932,,,0.0,0.0
ETH,1990,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,22.0,961924.9175,18322889058.559998,0.0,0.0,0.0,27.0,0.0,0.0,,,,,51315.318,,,0.0,0.0
ETH,1991,True,1.0,1_nonreciprocal,0.0,0.0,1.0,34.0,22.0,700697.97,19393791276.544,0.0,0.0,0.0,27.0,0.0,0.0,,,,,53055.6,,,0.0,0.0
ETH,1992,True,1.0,1_nonreciprocal,0.0,0.0,1.0,34.0,22.0,748383.7105,20844117865.92,0.0,0.0,0.0,27.0,0.0,0.0,10970095.2,0.347,20527952.332,1.111,54857.576,,,0.0,0.0
ETH,1993,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,23.0,810211.252,21072670525.888,0.0,0.0,0.0,31.0,0.0,0.0,9298657.728,0.305,23786069.962,1.28,56702.494,,,0.0,0.0
ETH,1994,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,23.0,975765.2520000001,22587045957.952,0.0,0.0,0.0,32.0,0.0,0.0,6927910.4,0.126,22170170.867,0.4,55199.951,55431.121,28153520.0,0.0,0.0
ETH,1995,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,23.0,1176666.6069999998,24960546077.760002,0.0,0.0,0.0,32.0,0.0,0.0,7663994.88,0.134,24019382.188,0.419,57023.518,57309.879,31372440.0,0.0,0.0
