iso3,year,country_exists,depth_score,agreement_type,reciprocal,fta_or_deeper,nonreciprocal_only,n_northern_reporting,n_northern_with_agreement,trade_total_northern,gdp_total_northern,trade_reciprocal_northern,gdp_reciprocal_northern,n_reciprocal_partners,n_partners_trade_available,reciprocal_trade_share,reciprocal_gdp_share,gdp_african,gdpcap_african,gdp_ppp_african,gdpcap_ppp_african,pop_african,pop_pwt_african,gdp_ppp_pwt_african,wto_african,gatt_african
AGO,1950,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,109650.0,439149675.856,0.0,0.0,0.0,14.0,0.0,0.0,,,,,4117.617,,,0.0,0.0
AGO,1951,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,152450.0,508704606.91200006,0.0,0.0,0.0,15.0,0.0,0.0,,,,,4173.095,,,0.0,0.0
AGO,1952,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,154550.0,564177641.312,0.0,0.0,0.0,19.0,0.0,0.0,,,,,4232.095,,,0.0,0.0
AGO,1953,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,179100.0,594802213.104,0.0,0.0,0.0,18.0,0.0,0.0,,,,,4293.84,,,0.0,0.0
AGO,1954,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,183750.0,608996152.944,0.0,0.0,0.0,17.0,0.0,0.0,,,,,4357.527,,,0.0,0.0
AGO,1955,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,171200.0,707212135.52,0.0,0.0,0.0,20.0,0.0,0.0,,,,,4423.223,,,0.0,0.0
AGO,1956,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,192800.0,759962809.184,0.0,0.0,0.0,19.0,0.0,0.0,,,,,4490.992,,,0.0,0.0
AGO,1957,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,206600.0,810041068.576,0.0,0.0,0.0,20.0,0.0,0.0,,,,,4561.361,,,0.0,0.0
AGO,1958,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,211100.0,830159736.224,0.0,0.0,0.0,20.0,0.0,0.0,,,,,4635.885,,,0.0,0.0
AGO,1959,True,0.0,0_none,0.0,0.0,0.0,28.0,0.0,209605.0,885219863.3280001,0.0,0.0,0.0,19.0,0.0,0.0,,,,,4714.676,,,0.0,0.0
AGO,1960,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,211250.0,1004764122.1600001,0.0,0.0,0.0,19.0,0.0,0.0,,,,,4965.988,,,0.0,0.0
AGO,1961,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,202050.0,1068562561.6,0.0,0.0,0.0,19.0,0.0,0.0,,,,,5056.688,,,0.0,0.0
AGO,1962,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,233250.0,1154279277.792,0.0,0.0,0.0,19.0,0.0,0.0,,,,,5150.076,,,0.0,0.0
AGO,1963,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,258350.0,1241588382.56,0.0,0.0,0.0,20.0,0.0,0.0,,,,,5245.015,,,0.0,0.0
AGO,1964,True,0.0,0_none,0.0,0.0,0.0,30.0,0.0,337500.0,1356808025.408,0.0,0.0,0.0,19.0,0.0,0.0,,,,,5339.893,,,0.0,0.0
AGO,1965,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,351950.0,1474823991.328,0.0,0.0,0.0,19.0,0.0,0.0,,,,,5433.841,,,0.0,0.0
AGO,1966,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,385900.0,1613314560.144,0.0,0.0,0.0,21.0,0.0,0.0,,,,,5526.653,,,0.0,0.0
AGO,1967,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,460905.0,1724081100.72,0.0,0.0,0.0,20.0,0.0,0.0,,,,,5619.643,,,0.0,0.0
AGO,1968,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,512260.0,1867705725.52,0.0,0.0,0.0,21.0,0.0,0.0,,,,,5715.372,,,0.0,0.0
AGO,1969,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,578952.5,2054570607.7919998,0.0,0.0,0.0,25.0,0.0,0.0,,,,,5817.283,,,0.0,0.0
AGO,1970,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,724104.0,2273816559.2320004,0.0,0.0,0.0,26.0,0.0,0.0,,,,,5928.087,6776.381,26946298.0,0.0,0.0
AGO,1971,True,0.0,0_none,0.0,0.0,0.0,31.0,0.0,776009.5,2523239156.608,0.0,0.0,0.0,25.0,0.0,0.0,,,,,6049.214,6927.269,28665626.0,0.0,0.0
AGO,1972,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,8.0,778090.5,2927304446.368,0.0,0.0,0.0,27.0,0.0,0.0,,,,,6180.863,7094.834,28764284.0,0.0,0.0
AGO,1973,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,10.0,1141168.008,3532604577.152,0.0,0.0,0.0,26.0,0.0,0.0,,,,,6323.057,7277.96,31044562.0,0.0,0.0
AGO,1974,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,10.0,1746720.0,3948556657.12,0.0,0.0,0.0,24.0,0.0,0.0,,,,,6475.333,7474.338,32450828.0,0.0,0.0
AGO,1975,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,10.0,1208696.0,4429510582.784,0.0,0.0,0.0,23.0,0.0,0.0,4053100.032,0.611,,,6637.628,7682.479,31176414.0,0.0,0.0
AGO,1976,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,11.0,673519.0,4806278232.896,0.0,0.0,0.0,23.0,0.0,0.0,3845100.032,0.565,,,6808.733,7900.997,29343226.0,0.0,0.0
AGO,1977,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,15.0,1040970.0,5430826885.312,0.0,0.0,0.0,22.0,0.0,0.0,4165399.808,0.596,,,6989.55,8130.988,29523966.0,0.0,0.0
AGO,1978,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,15.0,1061510.0,6534032980.16,0.0,0.0,0.0,20.0,0.0,0.0,4664600.064,0.649,,,7184.444,8376.147,27811554.0,0.0,0.0
AGO,1979,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,15.0,1378908.0,7510149364.864,0.0,0.0,0.0,22.0,0.0,0.0,5175200.256,0.699,,,7399.204,8641.521,27741820.0,0.0,0.0
AGO,1980,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,15.0,2155130.0,8340612450.304,0.0,0.0,0.0,22.0,0.0,0.0,5954599.936,0.78,,,7637.141,8929.9,28645414.0,0.0,0.0
AGO,1981,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,16.0,2401370.8175,8455798984.639999,0.0,0.0,0.0,23.0,0.0,0.0,6359499.776,0.805,,,7901.87,9244.507,28357640.0,0.0,0.0
AGO,1982,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,16.0,1820612.0605000001,8413404846.592001,0.0,0.0,0.0,23.0,0.0,0.0,6964499.968,0.85,,,8190.093,9582.156,28917638.0,0.0,0.0
AGO,1983,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,16.0,1867713.0285,8740008512.064,0.0,0.0,0.0,22.0,0.0,0.0,6707799.552,0.79,,,8489.864,9931.563,29172244.0,0.0,0.0
AGO,1984,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,16.0,2448472.4675000003,9461506897.664,0.0,0.0,0.0,21.0,0.0,0.0,4113999.872,0.468,,,8784.753,10277.321,32110170.0,0.0,0.0
AGO,1985,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,17.0,2800935.341,10013658187.84,0.0,0.0,0.0,25.0,0.0,0.0,6804278.272,0.751,,,9063.646,10609.042,32760680.0,0.0,0.0
AGO,1986,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,2036015.244,11908986258.239998,0.0,0.0,0.0,25.0,0.0,0.0,6355849.216,0.682,,,9320.678,10921.037,28397872.0,0.0,0.0
AGO,1987,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,2677152.8959999997,13601061168.384003,0.0,0.0,0.0,25.0,0.0,0.0,7383121.408,0.772,,,9561.022,11218.269,32269600.0,0.0,0.0
AGO,1988,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,3050342.4894999997,15340574223.36,0.0,0.0,0.0,25.0,0.0,0.0,7975234.048,0.814,,,9798.055,11513.969,30670846.0,0.0,0.0
AGO,1989,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,3502995.947,16164941408.576,0.0,0.0,0.0,25.0,0.0,0.0,9283054.592,0.924,,,10051.133,11827.237,32336064.0,0.0,0.0
AGO,1990,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,4589482.3035,18322889058.559998,0.0,0.0,0.0,25.0,0.0,0.0,10260193.28,0.993,34569336.017,2.84,10333.844,12171.441,33830600.0,0.0,0.0
AGO,1991,True,1.0,1_nonreciprocal,0.0,0.0,1.0,34.0,19.0,4421645.271,19393791276.544,0.0,0.0,0.0,24.0,0.0,0.0,12193746.944,1.145,35291341.121,2.811,10652.727,12553.446,31355708.0,0.0,0.0
AGO,1992,True,1.0,1_nonreciprocal,0.0,0.0,1.0,34.0,19.0,5340875.009,20844117865.92,0.0,0.0,0.0,25.0,0.0,0.0,5779394.048,0.525,33605213.16,2.591,11002.758,12968.345,36164008.0,0.0,0.0
AGO,1993,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,20.0,3859307.148,21072670525.888,0.0,0.0,0.0,29.0,0.0,0.0,5285600.256,0.465,25906791.102,1.933,11372.156,13403.734,31365696.0,0.0,0.0
AGO,1994,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,20.0,3686442.5549999997,22587045957.952,0.0,0.0,0.0,29.0,0.0,0.0,4059352.064,0.346,27384156.308,1.978,11743.432,13841.301,33521874.0,0.0,1.0
AGO,1995,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,21.0,4558643.4135,24960546077.760002,0.0,0.0,0.0,31.0,0.0,0.0,5039552.512,0.416,30862652.597,2.163,12104.952,14268.994,33295988.0,0.0,1.0
AGO,1996,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,21.0,5297541.442,25115816761.408,0.0,0.0,0.0,31.0,0.0,0.0,7526446.592,0.604,34945786.283,2.38,12451.945,14682.284,43772456.0,1.0,1.0
AGO,1997,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,21.0,5715139.444499999,24683023210.688,0.0,0.0,0.0,33.0,0.0,0.0,7648377.344,0.598,38351851.583,2.542,12791.388,15088.98,40734228.0,1.0,1.0
AGO,1998,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,21.0,5008834.106000001,24755038679.936,0.0,0.0,0.0,33.0,0.0,0.0,6445041.664,0.491,41406142.195,2.671,13137.542,15504.318,42079972.0,1.0,1.0
AGO,1999,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,21.0,5757402.183,26015395041.984,0.0,0.0,0.0,32.0,0.0,0.0,6152923.136,0.455,43401794.411,2.721,13510.616,15949.767,44278480.0,1.0,1.0
AGO,2000,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,23.0,12844400.425,26479956300.608,0.0,0.0,0.0,36.0,0.0,0.0,9129594.88,0.656,45726453.705,2.781,13924.93,16440.924,36798776.0,1.0,1.0
AGO,2001,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,23.0,13237637.0955,26213172625.856,0.0,0.0,0.0,36.0,0.0,0.0,8936079.36,0.621,48742596.951,2.87,14385.283,16983.268,37047272.0,1.0,1.0
AGO,2002,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,23.0,13473850.140999999,27332669775.68,0.0,0.0,0.0,35.0,0.0,0.0,12497345.536,0.84,46055962.673,2.621,14886.574,17572.648,42365440.0,1.0,1.0
AGO,2003,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,24.0,14321228.421,30659992696.192,0.0,0.0,0.0,35.0,0.0,0.0,14188949.504,0.92,49439320.644,2.716,15421.075,18203.369,44380368.0,1.0,1.0
AGO,2004,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,15416374.754,34051005386.304,0.0,0.0,0.0,35.0,0.0,0.0,19640862.72,1.229,56325455.002,2.986,15976.715,18865.717,52764268.0,1.0,1.0
AGO,2005,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,20040137.077,35810110801.536,0.0,0.0,0.0,35.0,0.0,0.0,28233699.328,1.707,68754610.654,3.516,16544.376,19552.541,66810616.0,1.0,1.0
AGO,2006,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,23892505.966,37668340994.816,0.0,0.0,0.0,35.0,0.0,0.0,41789493.248,2.441,85561283.21,4.223,17122.41,20262.4,84281656.0,1.0,1.0
AGO,2007,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,29024434.504499998,41090276041.472,0.0,0.0,0.0,36.0,0.0,0.0,60448886.784,3.413,107683724.422,5.128,17712.824,20997.686,92073624.0,1.0,1.0
AGO,2008,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,42937200.1355,43356354594.304,0.0,0.0,0.0,36.0,0.0,0.0,84178083.84,4.596,124966743.631,5.743,18314.442,21759.42,110301296.0,1.0,1.0
AGO,2009,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,29169581.9395,40865587641.088,0.0,0.0,0.0,36.0,0.0,0.0,75492417.536,3.989,128953968.329,5.719,18926.649,22549.547,89814960.0,1.0,1.0
AGO,2010,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,30354570.813999996,42666123500.352005,0.0,0.0,0.0,36.0,0.0,0.0,82470895.616,4.219,134976922.759,5.776,19549.124,23369.131,126388792.0,1.0,1.0
AGO,2011,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,39017951.14750001,45767108476.736,0.0,0.0,0.0,36.0,0.0,0.0,104115871.744,5.159,143162097.316,5.911,20180.49,24218.564,165386624.0,1.0,1.0
AGO,2012,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,35205936.252,45700867909.632,0.0,0.0,0.0,36.0,0.0,0.0,115341557.76,5.54,153315808.793,6.109,20820.524,25096.15,173114960.0,1.0,1.0
AGO,2013,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,37508531.248500004,46150748830.01601,0.0,0.0,0.0,36.0,0.0,0.0,124178243.584,5.783,166406882.655,6.401,21471.619,25998.34,175260960.0,1.0,1.0
AGO,2014,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,34921225.4365,47358762874.11201,0.0,0.0,0.0,36.0,0.0,0.0,126776877.056,4.709,177524262.453,6.594,26920.465,26920.465,171307712.0,1.0,1.0
AGO,2015,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,32.0,23021758.949,44849923518.08,0.0,0.0,0.0,36.0,0.0,0.0,102962241.536,3.696,184829836.45,6.634,27859.304,27859.305,145570400.0,1.0,1.0
AGO,2016,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,32.0,14801410.427,45883796063.871994,0.0,0.0,0.0,36.0,0.0,0.0,89633153.024,3.111,187260629.535,6.499,28813.463,28813.463,144175024.0,1.0,1.0
AGO,2017,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,32.0,13188517.879999999,48443791181.825,0.0,0.0,0.0,36.0,0.0,0.0,68972763.787,2.313,217987313.632,7.311,29816.769,29784.193,146037392.0,1.0,1.0
BFA,1950,False,,,,,,0.0,0.0,,439149675.856,0.0,0.0,0.0,0.0,,0.0,,,,,4376.162,,,0.0,0.0
BFA,1951,False,,,,,,0.0,0.0,,508704606.91200006,0.0,0.0,0.0,0.0,,0.0,,,,,4422.822,,,0.0,0.0
BFA,1952,False,,,,,,0.0,0.0,,564177641.312,0.0,0.0,0.0,0.0,,0.0,,,,,4469.979,,,0.0,0.0
BFA,1953,False,,,,,,0.0,0.0,,594802213.104,0.0,0.0,0.0,0.0,,0.0,,,,,4517.639,,,0.0,0.0
BFA,1954,False,,,,,,0.0,0.0,,608996152.944,0.0,0.0,0.0,0.0,,0.0,,,,,4565.808,,,0.0,0.0
BFA,1955,False,,,,,,0.0,0.0,,707212135.52,0.0,0.0,0.0,0.0,,0.0,,,,,4614.49,,,0.0,0.0
BFA,1956,False,,,,,,0.0,0.0,,759962809.184,0.0,0.0,0.0,0.0,,0.0,,,,,4663.691,,,0.0,0.0
BFA,1957,False,,,,,,0.0,0.0,,810041068.576,0.0,0.0,0.0,0.0,,0.0,,,,,4713.416,,,0.0,0.0
BFA,1958,False,,,,,,0.0,0.0,,830159736.224,0.0,0.0,0.0,0.0,,0.0,,,,,4763.672,,,0.0,0.0
BFA,1959,False,,,,,,0.0,0.0,,885219863.3280001,0.0,0.0,0.0,0.0,,0.0,,,,,4814.463,5105.688,3026258.5,0.0,0.0
BFA,1960,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,6100.0,1004764122.1600001,0.0,0.0,0.0,1.0,0.0,0.0,330442.816,0.068,,,4829.291,5160.126,3402543.75,0.0,0.0
BFA,1961,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,13850.0,1068562561.6,0.0,0.0,0.0,6.0,0.0,0.0,350247.232,0.072,,,4894.578,5186.523,3352265.25,0.0,0.0
BFA,1962,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,20950.0,1154279277.792,0.0,0.0,0.0,9.0,0.0,0.0,379567.104,0.077,,,4960.325,5217.218,3625817.0,0.0,0.0
BFA,1963,True,0.0,0_none,0.0,0.0,0.0,29.0,0.0,22750.0,1241588382.56,0.0,0.0,0.0,10.0,0.0,0.0,394040.672,0.078,,,5027.818,5252.281,3494167.5,0.0,1.0
BFA,1964,True,1.0,1_nonreciprocal,0.0,0.0,1.0,30.0,6.0,23500.0,1356808025.408,0.0,0.0,0.0,9.0,0.0,0.0,410321.632,0.08,,,5098.892,5291.801,3660346.0,0.0,1.0
BFA,1965,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,6.0,22100.0,1474823991.328,0.0,0.0,0.0,10.0,0.0,0.0,422916.8,0.082,,,5174.869,5335.873,3659973.5,0.0,1.0
BFA,1966,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,6.0,22300.0,1613314560.144,0.0,0.0,0.0,12.0,0.0,0.0,433889.76,0.083,,,5256.363,5384.607,3691384.0,0.0,1.0
BFA,1967,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,6.0,23200.0,1724081100.72,0.0,0.0,0.0,13.0,0.0,0.0,450753.92,0.084,,,5343.02,5438.121,4034576.75,0.0,1.0
BFA,1968,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,6.0,27250.0,1867705725.52,0.0,0.0,0.0,13.0,0.0,0.0,460442.688,0.085,,,5434.04,5496.552,4187110.0,0.0,1.0
BFA,1969,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,6.0,37695.0,2054570607.7919998,0.0,0.0,0.0,17.0,0.0,0.0,478298.656,0.087,,,5528.172,5560.045,4248878.0,0.0,1.0
BFA,1970,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,6.0,40492.5,2273816559.2320004,0.0,0.0,0.0,17.0,0.0,0.0,458404.256,0.081,,,5624.597,5624.6,4082151.25,0.0,1.0
BFA,1971,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,6.0,39272.5,2523239156.608,0.0,0.0,0.0,18.0,0.0,0.0,482411.168,0.084,,,5723.379,5723.381,4033985.25,0.0,1.0
BFA,1972,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,12.0,44944.0,2927304446.368,0.0,0.0,0.0,17.0,0.0,0.0,578595.52,0.099,,,5825.171,5825.173,4732943.0,0.0,1.0
BFA,1973,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,13.0,69160.5,3532604577.152,0.0,0.0,0.0,24.0,0.0,0.0,674773.568,0.114,,,5930.487,5930.483,4482218.5,0.0,1.0
BFA,1974,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,15.0,118516.5,3948556657.12,0.0,0.0,0.0,25.0,0.0,0.0,751133.44,0.124,,,6040.044,6040.041,4783854.5,0.0,1.0
BFA,1975,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,15.0,112142.5,4429510582.784,0.0,0.0,0.0,20.0,0.0,0.0,939972.672,0.153,,,6154.548,6154.545,4813758.5,0.0,1.0
BFA,1976,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,16.0,143919.5,4806278232.896,0.0,0.0,0.0,21.0,0.0,0.0,976547.2,0.156,,,6274.037,6274.037,4831178.0,0.0,1.0
BFA,1977,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,16.0,178601.5,5430826885.312,0.0,0.0,0.0,22.0,0.0,0.0,1131224.832,0.177,,,6398.937,6398.935,5218893.5,0.0,1.0
BFA,1978,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,16.0,180473.0,6534032980.16,0.0,0.0,0.0,22.0,0.0,0.0,1475583.616,0.226,,,6530.82,6530.819,5751132.0,0.0,1.0
BFA,1979,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,16.0,213834.5,7510149364.864,0.0,0.0,0.0,22.0,0.0,0.0,1748480.64,0.262,,,6671.659,6671.656,6150144.5,0.0,1.0
BFA,1980,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,16.0,277939.5,8340612450.304,0.0,0.0,0.0,22.0,0.0,0.0,1928719.872,0.283,,,6822.84,6822.843,6147407.5,0.0,1.0
BFA,1981,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,17.0,246240.0,8455798984.639999,0.0,0.0,0.0,21.0,0.0,0.0,1775842.304,0.254,,,6985.158,6985.16,6519947.0,0.0,1.0
BFA,1982,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,17.0,233004.5,8413404846.592001,0.0,0.0,0.0,22.0,0.0,0.0,1754450.048,0.245,,,7158.256,7158.255,6503043.0,0.0,1.0
BFA,1983,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,17.0,205372.0,8740008512.064,0.0,0.0,0.0,20.0,0.0,0.0,1600278.656,0.218,,,7340.907,7340.905,6088387.0,0.0,1.0
BFA,1984,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,17.0,199775.64349999998,9461506897.664,0.0,0.0,0.0,21.0,0.0,0.0,1459880.192,0.194,,,7531.244,7531.242,6127880.0,0.0,1.0
BFA,1985,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,17.0,227299.5785,10013658187.84,0.0,0.0,0.0,20.0,0.0,0.0,1552493.184,0.201,,,7727.912,7727.907,6815650.5,0.0,1.0
BFA,1986,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,318101.1275,11908986258.239998,0.0,0.0,0.0,23.0,0.0,0.0,2036303.36,0.257,,,7930.69,7930.694,7334405.0,0.0,1.0
BFA,1987,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,354268.3949999999,13601061168.384003,0.0,0.0,0.0,22.0,0.0,0.0,2369835.008,0.291,,,8140.076,8140.073,7272636.5,0.0,1.0
BFA,1988,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,387715.9585,15340574223.36,0.0,0.0,0.0,23.0,0.0,0.0,2616040.448,0.313,,,8356.306,8356.305,7733354.5,0.0,1.0
BFA,1989,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,317102.944,16164941408.576,0.0,0.0,0.0,24.0,0.0,0.0,2615587.84,0.305,,,8579.825,8579.822,7797835.5,0.0,1.0
BFA,1990,True,1.0,1_nonreciprocal,0.0,0.0,1.0,31.0,19.0,400715.35199999996,18322889058.559998,0.0,0.0,0.0,23.0,0.0,0.0,3101300.736,0.352,4676769.223,0.531,8811.033,8811.034,7828164.5,0.0,1.0
BFA,1991,True,1.0,1_nonreciprocal,0.0,0.0,1.0,34.0,19.0,374738.3340000001,19393791276.544,0.0,0.0,0.0,21.0,0.0,0.0,3135045.632,0.346,5270737.301,0.582,9050.09,9050.084,8441721.0,0.0,1.0
BFA,1992,True,1.0,1_nonreciprocal,0.0,0.0,1.0,34.0,19.0,332031.86199999996,20844117865.92,0.0,0.0,0.0,28.0,0.0,0.0,2240264.704,0.241,5403431.597,0.581,9297.116,9297.113,8430671.0,0.0,1.0
BFA,1993,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,20.0,277767.38,21072670525.888,0.0,0.0,0.0,30.0,0.0,0.0,2332017.92,0.244,5723476.948,0.599,9552.473,9552.476,8696629.0,0.0,1.0
BFA,1994,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,20.0,251553.675,22587045957.952,0.0,0.0,0.0,29.0,0.0,0.0,1895290.624,0.193,5922146.002,0.603,9816.586,9816.589,8176389.0,0.0,1.0
BFA,1995,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,21.0,335919.0445,24960546077.760002,0.0,0.0,0.0,32.0,0.0,0.0,2379517.952,0.236,6391255.507,0.633,10089.876,10089.878,8567465.0,1.0,1.0
BFA,1996,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,21.0,371489.175,25115816761.408,0.0,0.0,0.0,32.0,0.0,0.0,2586550.528,0.249,7224763.254,0.697,10372.562,10372.744,9427763.0,1.0,1.0
BFA,1997,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,21.0,414033.9069999999,24683023210.688,0.0,0.0,0.0,33.0,0.0,0.0,2447668.992,0.23,7812602.594,0.733,10664.982,10665.547,9961410.0,1.0,1.0
BFA,1998,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,21.0,460914.73749999993,24755038679.936,0.0,0.0,0.0,33.0,0.0,0.0,2804902.4,0.256,8474508.42,0.773,10967.836,10968.725,10871033.0,1.0,1.0
BFA,1999,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,21.0,393947.78649999993,26015395041.984,0.0,0.0,0.0,31.0,0.0,0.0,3014665.472,0.267,9241265.723,0.819,11281.942,11282.7,11630472.0,1.0,1.0
BFA,2000,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,23.0,359993.8185000001,26479956300.608,0.0,0.0,0.0,31.0,0.0,0.0,2610959.104,0.225,9623593.674,0.829,11607.944,11607.941,11796858.0,1.0,1.0
BFA,2001,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,23.0,370763.01450000005,26213172625.856,0.0,0.0,0.0,32.0,0.0,0.0,2812845.568,0.235,10493856.526,0.879,11946.08,11944.587,12598142.0,1.0,1.0
BFA,2002,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,23.0,397787.1655,27332669775.68,0.0,0.0,0.0,36.0,0.0,0.0,3205592.32,0.261,11118760.746,0.904,12296.399,12293.101,13266878.0,1.0,1.0
BFA,2003,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,24.0,423564.699,30659992696.192,0.0,0.0,0.0,33.0,0.0,0.0,4205691.136,0.332,12225308.844,0.966,12659.086,12654.621,14350150.0,1.0,1.0
BFA,2004,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,524766.005,34051005386.304,0.0,0.0,0.0,32.0,0.0,0.0,4838551.04,0.371,13124032.993,1.007,13034.258,13030.569,15047606.0,1.0,1.0
BFA,2005,True,1.0,1_nonreciprocal,0.0,0.0,1.0,36.0,31.0,604888.098,35810110801.536,0.0,0.0,0.0,34.0,0.0,0.0,5462709.248,0.407,14719680.121,1.097,13421.929,13421.931,16481358.0,1.0,1.0
